loss,iter
41,5.382359313964844
81,4.830786466598511
121,4.49543172121048
161,4.26246697306633
201,4.103762269020081
241,3.936487156152725
281,3.813207632303238
321,3.632779008150101
361,3.5274485111236573
401,3.388811945915222
441,3.2459555149078367
481,3.15158035159111
521,2.9562214612960815
561,2.925453621149063
601,2.8547092735767365
641,2.7675222158432007
681,2.499780982732773
721,2.5702448934316635
761,2.417716935276985
801,2.3411634653806686
841,2.2814081430435182
881,2.245852270722389
921,2.080377009510994
961,2.1359393388032912
1001,2.1060309797525405
1041,1.9492274612188338
1081,1.8412988007068634
1121,1.8586587756872177
1161,1.8623188316822052
1201,1.796516117453575
1241,1.6912423133850099
1281,1.7417672753334046
1321,1.6796222656965256
1361,1.6291827917099
1401,1.5901920944452286
1441,1.6705274552106857
1481,1.6656745672225952
1521,1.5885801583528518
1561,1.5900938361883163
1601,1.532550472021103
1641,1.5454244136810302
1681,1.5823957368731498
1721,1.5890609115362166
1761,1.487181556224823
1801,1.5368754625320435
1841,1.4153465151786804
1881,1.526836660504341
1921,1.5665284052491188
1961,1.4390943020582199
2001,1.4476125463843346
2041,1.4695658326148986
2081,1.4550819784402846
2121,1.4016785681247712
2161,1.3846476927399636
2201,1.385746717453003
2241,1.4772937297821045
2281,1.3796719878911972
2321,1.3691324591636658
2361,1.4683835878968239
2401,1.4572476238012313
2441,1.3553702339529992
2481,1.4093489199876785
2521,1.3319209888577461
2561,1.3422713965177535
2601,1.4364466786384582
2641,1.470634549856186
2681,1.4352946907281876
2721,1.3679344370961188
2761,1.3322687894105911
2801,1.3640770211815834
2841,1.3469082221388817
2881,1.4871190801262855
2921,1.3797382205724715
2961,1.340069229900837
3001,1.4097928628325462
3041,1.4757475852966309
3081,1.433205795288086
3121,1.4286130756139754
3161,1.3657180398702622
3201,1.4616241231560707
3241,1.3398643255233764
3281,1.3768317058682442
3321,1.3435797348618508
3361,1.4017867609858512
3401,1.3301440358161927
3441,1.302280068397522
3481,1.358311627805233
3521,1.317150430381298
3561,1.395908822119236
3601,1.3245553210377694
3641,1.344209899008274
3681,1.314399528503418
3721,1.3118141040205955
3761,1.2832598000764848
3801,1.2680807694792748
3841,1.333946393430233
3881,1.3745305866003037
3921,1.346481093764305
3961,1.3547154292464256
4001,1.2749646365642548
4041,1.3492513447999954
4081,1.2884594455361367
4121,1.3447138994932175
4161,1.381070876121521
4201,1.317634765803814
4241,1.327390831708908
4281,1.3687655806541443
4321,1.3115152910351753
4361,1.294206665456295
4401,1.329026672244072
4441,1.4015809178352356
4481,1.3337281823158265
4521,1.3617514953017236
4561,1.3157710507512093
4601,1.3368586301803589
4641,1.2778968214988708
4681,1.2691868528723718
4721,1.3007098406553268
4761,1.2942792162299157
4801,1.3247403904795647
4841,1.306457658112049
4881,1.3531779870390892
4921,1.3304370060563087
4961,1.324432936310768
5001,1.303919418156147
5041,1.3966448426246643
5081,1.2462181717157363
5121,1.3675417736172677
5161,1.3460551887750625
5201,1.2917982891201973
5241,1.3062133938074112
5281,1.3118774563074111
5321,1.3329246312379837
5361,1.287357185781002
5401,1.232641276717186
5441,1.223399244248867
5481,1.2162128165364265
5521,1.2932444557547569
5561,1.2765345931053163
5601,1.2728297710418701
5641,1.2913778349757195
5681,1.2798999398946762
5721,1.247290000319481
5761,1.2852163285017013
5801,1.3527018755674363
5841,1.2580387070775032
5881,1.3061754733324051
5921,1.275094473361969
5961,1.2612823709845542
6001,1.3101503998041153
6041,1.290888461470604
6081,1.3200076177716256
6121,1.255852110683918
6161,1.2633283719420434
6201,1.3182894632220268
6241,1.324941661953926
6281,1.2207356676459313
6321,1.2944335699081422
6361,1.2979588359594345
6401,1.2319562435150146
6441,1.2907970979809762
6481,1.3283021688461303
6521,1.396360033750534
6561,1.2751703143119812
6601,1.3043205261230468
6641,1.3093841284513474
6681,1.3096405819058419
6721,1.2819871738553048
6761,1.2466398522257804
6801,1.2740262940526008
6841,1.3179243490099908
6881,1.3590687721967698
6921,1.2856542110443114
6961,1.3108334362506866
7001,1.2680661603808403
7041,1.3289164915680884
7081,1.2141812190413475
7121,1.2332628801465035
7161,1.3008087396621704
7201,1.3023335635662079
7241,1.2666486904025078
7281,1.1993813052773477
7321,1.2852695092558861
7361,1.2855877831578255
7401,1.2464611798524856
7441,1.2695356532931328
7481,1.2525579154491424
7521,1.2914878875017166
7561,1.2989520400762558
7601,1.2760272920131683
7641,1.2979035392403602
7681,1.2359289273619651
7721,1.2879608780145646
7761,1.2161542803049088
7801,1.2750606045126915
7841,1.2533841550350189
7881,1.269707690179348
7921,1.2111610352993012
7961,1.2639175713062287
8001,1.283448752760887
8041,1.4163855001330377
8081,1.2961744725704194
8121,1.3723594695329666
8161,1.2676303207874298
8201,1.2785482332110405
8241,1.321493110060692
8281,1.248605342209339
8321,1.275272162258625
8361,1.2434501767158508
8401,1.298558983206749
8441,1.2841761440038681
8481,1.1928530499339103
8521,1.252595728635788
8561,1.2458324611186982
8601,1.2852170422673226
8641,1.2236321195960045
8681,1.2292550683021546
8721,1.2482014045119285
8761,1.290247729420662
8801,1.2791251435875892
8841,1.2947297602891923
8881,1.2331977248191834
8921,1.2525324121117591
8961,1.2688204571604729
9001,1.2199461922049522
9041,1.233363801240921
9081,1.266152134537697
9121,1.2321268990635872
9161,1.2363927513360977
9201,1.2708539307117461
9241,1.2532723039388656
9281,1.232974673807621
9321,1.2154606580734253
9361,1.1975378453731538
9401,1.2538596779108047
9441,1.2494335517287254
9481,1.261107961833477
9521,1.2825621396303177
9561,1.2728081166744232
9601,1.170929303765297
9641,1.2606507807970047
9681,1.2433827802538873
9721,1.2014487579464912
9761,1.2311764404177665
9801,1.23823451846838
9841,1.2363228127360344
9881,1.2206151217222214
9921,1.271350933611393
9961,1.2463186889886857
10001,1.2767284721136094
10041,1.2658754661679268
10081,1.2382511124014854
10121,1.2849468037486076
10161,1.2627100765705108
10201,1.2135677710175514
10241,1.2583866730332374
10281,1.2178494185209274
10321,1.2760013297200203
10361,1.2336185649037361
10401,1.2516081795096397
10441,1.15036099255085
10481,1.1915644273161887
10521,1.322468812763691
10561,1.2184904724359513
10601,1.2576928377151488
10641,1.3145539969205857
10681,1.3039602786302567
10721,1.2634381756186486
10761,1.2321226924657822
10801,1.2088390707969665
10841,1.237307508289814
10881,1.2250408589839936
10921,1.3162042900919915
10961,1.304449136555195
11001,1.2207576900720596
11041,1.258208966255188
11081,1.1917155265808106
11121,1.236648716032505
11161,1.2336908265948296
11201,1.338426111638546
11241,1.2875174447894095
11281,1.2870691403746606
11321,1.3055865153670312
11361,1.2603568702936172
11401,1.2334513813257217
11441,1.2774552151560783
11481,1.21984693557024
