loss,iter
11521,1.262137159705162
11561,1.277746994793415
11601,1.2562742322683333
11641,1.2263521909713746
11681,1.2473791733384132
11721,1.2214227810502052
11761,1.2158093199133873
11801,1.2525799989700317
11841,1.2273750349879264
11881,1.2404979333281516
11921,1.2277171313762665
11961,1.2352987453341484
12001,1.1870356380939484
12041,1.2266614943742753
12081,1.2640112444758416
12121,1.2533666297793389
12161,1.2448938488960266
12201,1.2805628389120103
12241,1.2688591197133063
12281,1.205908763408661
12321,1.285572598874569
12361,1.249116551876068
12401,1.2618377551436424
12441,1.325201377272606
12481,1.3216862618923186
12521,1.2701351314783096
12561,1.2159450605511666
12601,1.250275358557701
12641,1.3298597037792206
12681,1.2287095367908478
12721,1.2293280348181725
12761,1.162717980146408
12801,1.2368374019861221
12841,1.267141368985176
12881,1.2224340826272964
12921,1.27614084482193
12961,1.3216487005352975
13001,1.2766333535313605
13041,1.2704468712210655
13081,1.2315688729286194
13121,1.2517859041690826
13161,1.2789716064929961
13201,1.2388705268502236
13241,1.2275118947029113
13281,1.2261497303843498
13321,1.2535125941038132
13361,1.2042036816477775
13401,1.2207147926092148
13441,1.1787056133151055
13481,1.227908617258072
13521,1.1821488797664643
13561,1.2350721180438995
13601,1.1922661244869233
13641,1.251113186776638
13681,1.206473696231842
13721,1.239966268837452
13761,1.243591307103634
13801,1.2147126123309135
13841,1.2743509143590928
13881,1.2162574365735055
13921,1.2258286237716676
13961,1.234189121425152
14001,1.2672787100076675
14041,1.220663559436798
14081,1.2155691057443618
14121,1.19017463773489
14161,1.149990290403366
14201,1.2791914597153664
14241,1.1994888201355933
14281,1.2377778902649879
14321,1.1757930293679237
14361,1.2204053908586503
14401,1.1893407359719277
14441,1.1626231387257575
14481,1.2352101385593415
14521,1.2171231240034104
14561,1.235823404788971
14601,1.2506969287991523
14641,1.1903170451521874
14681,1.1608417704701424
14721,1.2558732211589814
14761,1.2515521228313446
14801,1.267974491417408
14841,1.2140722021460533
14881,1.1948383569717407
14921,1.1813791021704674
14961,1.2387094363570212
15001,1.234612488746643
15041,1.2005352213978768
15081,1.1993195980787277
15121,1.1633006989955903
15161,1.2038406878709793
15201,1.243945337831974
15241,1.2260263308882713
15281,1.1980224832892419
15321,1.2606157436966896
15361,1.2105430841445923
15401,1.2077173426747323
15441,1.2525672718882561
15481,1.200952659547329
15521,1.176227444410324
15561,1.2187147945165635
15601,1.2714120954275132
15641,1.2454561606049537
15681,1.2383236110210418
15721,1.2338571175932884
15761,1.217598882317543
15801,1.2099920481443405
15841,1.2134752601385117
15881,1.1786620780825614
15921,1.200484076142311
15961,1.236313745379448
16001,1.2592087149620057
16041,1.2433984249830246
16081,1.233601088821888
16121,1.179403182864189
16161,1.2410163938999177
16201,1.1544214889407158
16241,1.1662046134471893
16281,1.2297526970505714
16321,1.2795457884669303
16361,1.2418611213564872
16401,1.2172811329364777
16441,1.2067270264029504
16481,1.1877730518579483
16521,1.2291872471570968
16561,1.2278840661048889
16601,1.2151632726192474
16641,1.2207079634070397
16681,1.2168598547577858
16721,1.1696491971611978
16761,1.1969884052872657
16801,1.1886990562081337
16841,1.2285406917333603
16881,1.2389852568507194
16921,1.2021340072154998
16961,1.2332754269242288
17001,1.1974234580993652
17041,1.2661203742027283
17081,1.2070129752159118
17121,1.1433086529374124
17161,1.1575555354356766
17201,1.1901284635066987
17241,1.1833258643746376
17281,1.2063162982463838
17321,1.2010523825883865
17361,1.1833250865340232
17401,1.2034124627709388
17441,1.1812301486730576
17481,1.1907398089766503
17521,1.1723186418414115
17561,1.2016090407967568
17601,1.2187017634510995
17641,1.1747080281376838
17681,1.215833342075348
17721,1.2235295847058296
17761,1.2286067098379134
17801,1.2084552630782128
17841,1.2810589596629143
17881,1.2336441308259964
17921,1.2236680462956429
17961,1.2153863549232482
18001,1.199364848434925
18041,1.2454965859651566
18081,1.3007361382246017
18121,1.2846487388014793
18161,1.216984212398529
18201,1.2103895470499992
18241,1.2651333257555961
18281,1.2616263508796692
18321,1.2152110770344735
18361,1.2151215478777886
18401,1.1811474129557609
18441,1.1866187945008277
18481,1.1494105592370034
18521,1.212878832221031
18561,1.209315001964569
18601,1.2388694360852242
18641,1.2032107934355736
18681,1.229710505902767
18721,1.1780139625072479
18761,1.1764527633786201
18801,1.1697468593716622
18841,1.1947335317730903
18881,1.1977749302983285
18921,1.2151404157280923
18961,1.1955851405858993
19001,1.2641601040959358
19041,1.215232965350151
19081,1.1475336045026778
19121,1.1676896408200264
19161,1.2019923999905586
19201,1.2018708720803262
19241,1.213953123986721
19281,1.185995315015316
19321,1.221967813372612
19361,1.1912443026900292
19401,1.2213122844696045
19441,1.2333040922880172
19481,1.2066898733377456
19521,1.1942441061139106
19561,1.2086355179548263
19601,1.252957394719124
19641,1.2094114303588868
19681,1.2388393729925156
19721,1.2338604658842087
19761,1.205385649204254
19801,1.1944741025567054
19841,1.2462464183568955
19881,1.224159374833107
19921,1.1784340277314187
19961,1.2155851140618323
20001,1.1936435610055924
20041,1.2556528478860856
20081,1.2273666709661484
20121,1.20643507540226
20161,1.2230747267603874
20201,1.1860416397452354
20241,1.1548442214727401
20281,1.2236468687653541
20321,1.1662804424762725
20361,1.1872684702277183
20401,1.2090577945113181
20441,1.2473355501890182
20481,1.1618978008627892
20521,1.1778837606310844
20561,1.1966643258929253
20601,1.2068909749388694
20641,1.1996406078338624
20681,1.1473372846841812
20721,1.2013612389564514
20761,1.1940077796578408
20801,1.166390708088875
20841,1.1678094133734702
20881,1.1403142154216765
20921,1.1913298860192298
20961,1.1495150551199913
21001,1.199226540327072
21041,1.2241213366389274
21081,1.168404258787632
21121,1.1611009597778321
21161,1.1799387961626053
21201,1.2726313054561615
21241,1.222414331138134
21281,1.1902035012841226
21321,1.1456422209739685
21361,1.2102663591504097
21401,1.159359160065651
21441,1.2240138292312621
21481,1.133477085828781
21521,1.188598243892193
21561,1.2317977741360664
21601,1.1855698227882385
21641,1.1875345319509507
21681,1.2028367713093757
21721,1.1901967987418174
21761,1.2289488971233369
21801,1.2483049124479293
21841,1.1301569610834121
21881,1.1797294527292252
21921,1.1716659352183343
21961,1.1353699415922165
22001,1.1619691625237465
22041,1.2461649596691131
22081,1.18144621104002
22121,1.1892780736088753
22161,1.1796989902853965
22201,1.2877754598855973
22241,1.2599379181861878
22281,1.2237720355391501
22321,1.2154534816741944
22361,1.1898896902799607
22401,1.1989445865154267
22441,1.1515291839838029
22481,1.1872098073363304
22521,1.2913245663046837
22561,1.2129288583993911
22601,1.1997941583395004
22641,1.2071168422698975
22681,1.1686035245656967
22721,1.1815373808145524
22761,1.1746046394109726
22801,1.1583410605788231
22841,1.1561472967267037
22881,1.2058601915836333
22921,1.2124037474393845
22961,1.1798536002635955
23001,1.2427249297499656
23041,1.2565525099635124
23081,1.1858212560415269
23121,1.1960399568080902
23161,1.1400127589702607
23201,1.2525998204946518
23241,1.2225841894745826
23281,1.187705160677433
23321,1.1577391758561135
23361,1.243679267168045
23401,1.2401070058345796
23441,1.1508895680308342
23481,1.1977720081806182
23521,1.2473979443311691
23561,1.2049186915159225
23601,1.2217872366309166
23641,1.2234244704246522
23681,1.1714262321591378
23721,1.15018872320652
23761,1.1669936552643776
